BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
1194070	1487	7799	107869	113575	-	RP5-1177E19.1	CTBP1	PRDM2	BARS	HUMHOXY1|KMT8|MTB-ZF|RIZ|RIZ1|RIZ2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999994	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999994, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13029	-	NP_056950|NP_001129082|NP_001007258|NP_036363	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194071	1487	79813	107869	122908	-	RP11-188C12.1	CTBP1	EHMT1	BARS	EUHMTASE1|Eu-HMTase1|FP13812|GLP|GLP1|KMT1D|bA188C12.1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.998841443	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.998841443, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9H9B1	-	NP_001138999|NP_079033	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194072	1487	7764	107869	113547	-	RP4-724E16.3	CTBP1	ZNF217	BARS	ZABC1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999995	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999995, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O75362	H0UI66	NP_006517	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194073	1487	9658	107869	115016	-	-	CTBP1	ZNF516	BARS	HsT287	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999865	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999865, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q92618	Q2YDX2	NP_055458	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194074	1487	1488	107869	107870	-	RP11-59C5.2	CTBP1	CTBP2	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999540417	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999540417, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P56545	-	NP_001277143|NP_001307943|NP_073713|NP_001307941|NP_001277144|NP_001350437|NP_001077383|NP_001320|NP_001307942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194075	1487	1859	107869	108192	-	-	CTBP1	DYRK1A	BARS	DYRK|DYRK1|HP86|MNB|MNBH|MRD7	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.781898062	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.781898062, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13627	-	NP_567824|NP_001334650|NP_001387|NP_001334651|NP_569120|NP_569122|NP_001334652	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194076	1487	140688	107869	126651	-	RP5-1184F4.6	CTBP1	NOL4L	BARS	C20orf112|C20orf113|dJ1184F4.2|dJ1184F4.4	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999996828	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999996828, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96MY1	A0A087X0N3|Q6P0R2	NP_542183|NP_001243727	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194077	1487	8715	107869	114256	-	HRIHFB2255	CTBP1	NOL4	BARS	CT125|NOLP	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999288	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999288, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O94818	B3KRF4|B4DLW2	NP_001269456|NP_003778|NP_001185477|NP_001185476|NP_001185475|NP_001185478	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194078	1487	7227	107869	113078	-	-	CTBP1	TRPS1	BARS	GC79|LGCR	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999478	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999478, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9UHF7	-	NP_001317528|NP_054831|NP_001269832|NP_001269831	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194079	1487	324	107869	106821	-	-	CTBP1	APC	BARS	BTPS2|DP2|DP2.5|DP3|GS|PPP1R46	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999998328	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999998328, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P25054	Q4LE70|B7Z2B6	NP_000029|NP_001120982|NP_001120983|NP_001341835|NP_001341834|NP_001341828|NP_001341829|NP_001341831|NP_001341830|NP_001341833|NP_001341832|NP_001341826|NP_001341827|NP_001341824|NP_001341825	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194080	1487	26148	107869	117579	-	-	CTBP1	C10orf12	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999988452	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999988452, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8N655	-	NP_056467	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194081	1487	6239	107869	112153	-	RP11-69L16.1	CTBP1	RREB1	BARS	FINB|HNT|LZ321|RREB-1|Zep-1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999957536	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999957536, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q92766	A0A024QZU8	NP_001161816|NP_001003698|NP_001003699|NP_001003700	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194082	1487	54880	107869	120228	-	-	CTBP1	BCOR	BARS	ANOP2|MAA2|MCOPS2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999443871	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999443871, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q6W2J9	-	NP_001116855|NP_060215|NP_001116857|NP_001116856	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194083	1487	23028	107869	116667	-	RP1-184J9.1	CTBP1	KDM1A	BARS	AOF2|BHC110|KDM1|LSD1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.984228763	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.984228763, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O60341	-	NP_055828|NP_001350583|NP_001009999	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194084	1487	254251	107869	129025	-	-	CTBP1	LCORL	BARS	MLR1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999995	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999995, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8N3X6	-	NP_710153|NP_001159611	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194085	1487	84458	107869	124093	-	-	CTBP1	LCOR	BARS	MLR2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999996	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999996, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96JN0	-	NP_001333445|NP_115816|NP_001164236|NP_001164237	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194086	1487	80204	107869	123173	-	UG063H01	CTBP1	FBXO11	BARS	FBX11|PRMT9|UBR6|VIT1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.993004742	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.993004742, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q86XK2	-	NP_001361254|NP_079409|NP_001177203	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194087	1487	283248	107869	129510	-	-	CTBP1	RCOR2	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999976048	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999976048, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q8IZ40	-	NP_775858|NP_001350577	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194088	1487	55758	107869	120876	-	RP11-318L16.1	CTBP1	RCOR3	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.998349899	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.998349899, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9P2K3	-	NP_001336998|NP_060724|NP_001129695|NP_001129697|NP_001129696	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194089	1487	23186	107869	116796	-	-	CTBP1	RCOR1	BARS	COREST|RCOR	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.980124545	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.980124545, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9UKL0	J3KN32	NP_055971	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194090	1487	80304	107869	123217	-	PP384	CTBP1	C2orf44	BARS	-	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999985976	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999985976, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q9H6R7	-	NP_079479|NP_001135791	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194091	1487	8535	107869	114105	-	-	CTBP1	CBX4	BARS	NBP16|PC2	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999995267	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999995267, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	O00257	-	NP_003646	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194092	1487	5933	107869	111868	-	RP11-382A12.1	CTBP1	RBL1	BARS	CP107|PRB1|p107	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999515847	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999515847, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P28749	-	NP_899662|NP_002886	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194093	1487	63035	107869	121961	-	RP3-510O21.1	CTBP1	BCORL1	BARS	BCoR-L1|CXorf10	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999977936	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999977936, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q5H9F3	-	NP_001366380|NP_001366379|NP_068765|NP_001171701	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194094	1487	9118	107869	114566	-	-	CTBP1	INA	BARS	NEF5|NF-66|TXBP-1	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.955245556	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.955245556, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q16352	-	NP_116116	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194095	1487	2122	107869	108423	-	hCG_1640438	CTBP1	MECOM	BARS	AML1-EVI-1|EVI1|MDS1|MDS1-EVI1|PRDM3	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.999999927	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.999999927, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q13465|Q03112	E7EQ57|C7FEN9	NP_001098548|NP_001192123|NP_004982|NP_001098547|NP_001157472|NP_001157471|NP_005232	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194096	1487	10919	107869	116123	-	DAAP-66K18.3	CTBP1	EHMT2	BARS	BAT8|C6orf30|G9A|GAT8|KMT1C|NG36	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.998794114	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.998794114, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	Q96KQ7	B7Z852|A2ABF8|A2ABF9|A0A024RCN9	NP_006700|NP_001350618|NP_001276342|NP_079532|NP_001305762	-	-	-	-	-	-	Homo sapiens	Homo sapiens
1194097	1487	5925	107869	111860	-	RP11-174I10.1	CTBP1	RB1	BARS	OSRC|PPP1R130|RB|p105-Rb|pRb|pp110	Affinity Capture-MS	physical	Huttlin EL (2015)	PUBMED:26186194	9606	9606	High Throughput	0.9990871	-	BioPlex 1.0 HEK 293T cells CompPASS score = 0.9990871, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 2.0 (PMID: 28514442) and BioPlex 3.0 (PMID: 33961781). Only scores from within BioPlex 1.0 (PMID: 26186194) should be compared directly.	-	BIOGRID	Q13363	X5D8Y5	NP_001319|NP_001012632|NP_001364119|NP_001364118|NP_001364122|NP_001364120|NP_001364121|NP_001364117|NP_001364116|NP_001364115	P06400	A0A024RDV3	NP_000312	-	-	-	-	-	-	Homo sapiens	Homo sapiens
